Company,Industry,Revenue,Employees,#job30,#job90,MonthlyCharge,TotalCharge,Churn
comp_2912,travel,41510,13837,6,70,349,426,0
comp_2913,consulting,21920,5480,6,91,251,2162,1
comp_2914,gov,23470,5868,9,56,483,604,0
comp_2915,finance,74310,24770,6,44,580,3907,0
comp_2916,health,4510,1503,6,70,1108,1663,0
comp_2917,energy,53560,13390,5,80,871,1767,0
comp_2918,IT,3280,820,3,47,301,2526,1
comp_2919,energy,41190,20595,6,92,207,207,0
comp_2920,consulting,87090,29030,5,35,667,1075,1
comp_2921,health,52830,26415,4,66,1173,2888,1
comp_2922,energy,38010,12670,4,99,556,813,1
comp_2923,IT,18140,4535,9,15,136,705,1
comp_2924,IT,5680,1893,4,17,927,4382,1
comp_2925,energy,31330,15665,9,58,918,2321,0
comp_2926,service,95860,23965,8,63,1141,7300,0
comp_2927,retail,84580,28193,5,81,109,321,1
comp_2928,energy,77510,25837,3,60,163,436,1
comp_2929,gov,31210,10403,8,72,474,489,0
comp_2930,consulting,80610,26870,6,97,501,1672,1
comp_2931,finance,66320,33160,7,19,380,545,1
comp_2932,energy,35730,17865,5,68,742,6171,0
comp_2933,service,24270,8090,5,59,272,1293,0
comp_2934,finance,48820,24410,4,21,142,429,1
comp_2935,service,76090,25363,8,31,861,5087,0
comp_2936,gov,27520,13760,3,96,413,679,1
comp_2937,health,29270,7318,5,97,731,4661,0
comp_2938,IT,99840,33280,3,56,831,2688,1
comp_2939,service,76970,19242,3,80,983,1061,1
comp_2940,gov,46390,23195,8,10,1117,3055,1
comp_2941,energy,76030,25343,7,13,191,1047,1
comp_2942,consulting,73480,36740,5,49,871,6004,1
comp_2943,travel,89230,22308,4,55,772,3305,1
comp_2944,travel,25420,8473,3,90,1109,5035,1
comp_2945,IT,98220,32740,6,52,805,4394,1
comp_2946,travel,51410,12852,9,94,723,8115,0
comp_2947,retail,45230,22615,4,68,975,3717,1
comp_2948,energy,86600,28867,7,49,106,187,0
comp_2949,consulting,33550,16775,3,97,1108,1109,1
comp_2950,travel,93360,46680,8,31,890,4158,0
comp_2951,service,37230,18615,3,84,785,5448,1
comp_2952,retail,98750,32917,9,72,627,4117,1
comp_2953,gov,56720,18907,4,62,778,1051,1
comp_2954,finance,79190,39595,7,62,801,979,0
comp_2955,energy,85280,42640,8,35,454,761,0
comp_2956,retail,42600,10650,8,70,251,1125,1
comp_2957,consulting,66580,22193,7,58,918,3547,1
comp_2958,finance,7300,2433,7,69,364,423,0
comp_2959,finance,92310,23078,7,87,454,3784,0
comp_2960,consulting,1740,580,3,12,774,869,1
comp_2961,health,20580,5145,6,27,187,1613,0
comp_2962,travel,53700,17900,9,17,1189,3139,1
comp_2963,finance,59920,14980,3,69,138,254,1
comp_2964,health,71110,17778,5,15,948,1301,1
comp_2965,health,75330,37665,3,22,429,906,1
comp_2966,IT,12220,4073,4,72,970,7160,1
comp_2967,retail,91870,30623,5,76,515,4957,1
comp_2968,energy,39690,19845,4,19,608,831,1
comp_2969,health,68230,34115,9,17,659,5523,1
comp_2970,health,6880,2293,4,37,354,847,1
comp_2971,IT,22860,5715,8,38,900,2483,1
comp_2972,service,48510,12128,6,42,220,415,0
comp_2973,energy,82050,20512,3,30,499,1302,1
comp_2974,consulting,72290,36145,3,36,216,1560,1
comp_2975,service,89860,44930,9,18,538,6109,1
comp_2976,travel,30960,10320,9,32,964,2659,0
comp_2977,finance,81000,20250,9,16,975,6000,1
comp_2978,retail,27770,13885,9,50,992,2171,1
comp_2979,IT,13040,3260,5,87,1013,8366,1
comp_2980,consulting,3790,1895,3,37,518,530,1
comp_2981,IT,9850,4925,7,70,1188,4561,1
comp_2982,travel,72680,18170,6,39,801,4772,0
comp_2983,finance,69700,34850,5,40,435,2560,0
comp_2984,service,7120,1780,7,21,144,385,0
comp_2985,service,33430,8358,8,49,929,2489,0
comp_2986,gov,58780,14695,8,25,346,3086,0
comp_2987,energy,73570,36785,3,81,575,645,1
comp_2988,service,52710,26355,4,14,1177,5239,1
comp_2989,retail,49000,12250,7,32,1174,3660,1
comp_2990,health,29990,14995,5,98,1059,1735,0
comp_2991,service,68740,34370,7,60,949,1173,0
comp_2992,finance,30700,15350,3,48,669,1940,1
comp_2993,finance,94820,47410,5,14,616,2783,1
comp_2994,energy,33170,8292,8,99,443,1347,0
comp_2995,health,29800,9933,6,89,615,4902,0
comp_2996,gov,90000,45000,8,72,696,1018,0
comp_2997,finance,66720,16680,5,28,430,927,0
comp_2998,service,52960,26480,9,14,286,1988,1
comp_2999,IT,24420,6105,4,83,781,3189,1
comp_3000,gov,97180,48590,6,58,816,4966,0
comp_3001,travel,74030,37015,7,99,475,2306,0
comp_3002,retail,71910,23970,6,20,281,282,1
comp_3003,service,65940,16485,8,36,368,592,0
comp_3004,IT,15300,5100,8,83,902,1018,1
comp_3005,service,48750,12188,9,51,708,994,0
comp_3006,consulting,27580,9193,9,80,1010,3661,1
comp_3007,gov,6870,3435,8,97,633,1304,0
comp_3008,travel,91400,30467,3,35,878,2666,1
comp_3009,IT,72340,18085,5,60,837,1048,1
comp_3010,travel,51500,25750,4,24,292,1085,1
comp_3011,travel,51640,25820,5,34,1133,3274,0
comp_3012,retail,40440,20220,5,28,236,1251,1
comp_3013,gov,44140,14713,9,25,571,2947,0
comp_3014,retail,21480,5370,9,84,830,4919,1
comp_3015,finance,45720,11430,9,73,729,1507,0
comp_3016,travel,13290,6645,4,16,814,6194,1
comp_3017,finance,66530,16632,9,15,363,1102,1
comp_3018,energy,11370,2842,9,88,1144,3245,0
comp_3019,health,84440,42220,3,14,166,398,1
comp_3020,health,10360,5180,3,11,703,2417,1
comp_3021,IT,88720,22180,8,38,173,282,1
comp_3022,health,58430,19477,6,44,574,1891,0
comp_3023,finance,6270,2090,5,67,482,2053,0
comp_3024,gov,49070,24535,7,90,155,746,0
comp_3025,service,38880,19440,7,50,1084,1718,0
comp_3026,energy,98430,24608,6,50,716,1975,0
comp_3027,gov,53810,13452,6,53,590,966,0
comp_3028,finance,99280,49640,4,33,376,456,1
comp_3029,travel,1420,355,8,28,842,1839,0
comp_3030,travel,76610,38305,7,61,1077,1410,0
comp_3031,finance,47690,11922,8,15,284,490,1
comp_3032,gov,74610,37305,8,74,243,1509,0
comp_3033,service,93580,31193,7,14,1053,1222,1
comp_3034,energy,48390,24195,5,70,1091,5494,0
comp_3035,consulting,89770,29923,5,92,960,1321,1
comp_3036,consulting,85660,28553,4,85,617,2023,1
comp_3037,travel,24030,6008,3,25,924,4926,1
comp_3038,finance,41310,10328,4,18,808,1390,1
comp_3039,IT,20790,10395,5,68,693,3329,1
comp_3040,travel,39780,9945,3,32,114,1124,1
comp_3041,gov,28000,14000,4,97,547,1133,1
comp_3042,energy,5020,1673,8,47,479,1227,0
comp_3043,consulting,15080,3770,8,46,864,2161,1
comp_3044,consulting,16840,8420,9,84,786,4977,1
comp_3045,consulting,88870,22218,5,63,603,5799,1
comp_3046,consulting,41050,13683,3,38,489,1294,1
comp_3047,energy,81080,27027,5,25,648,729,0
comp_3048,finance,2280,760,6,53,347,2904,0
comp_3049,retail,86770,21692,3,86,248,1956,1
comp_3050,consulting,75020,25007,8,15,395,2609,1
comp_3051,finance,14430,3608,9,78,671,1060,0
comp_3052,service,14200,4733,7,85,503,1475,0
comp_3053,finance,94990,31663,7,86,1048,10453,0
comp_3054,consulting,17430,5810,4,11,869,1159,1
comp_3055,finance,42860,14287,9,27,285,1481,0
comp_3056,consulting,10900,5450,3,10,120,154,1
comp_3057,travel,54720,18240,7,19,875,5574,1
comp_3058,energy,73570,18392,7,68,360,900,0
comp_3059,energy,7780,1945,8,75,1160,3677,0
comp_3060,energy,30670,7668,8,90,178,354,0
comp_3061,retail,74120,37060,3,82,1114,1334,1
comp_3062,retail,12890,6445,7,52,530,4121,1
comp_3063,consulting,46380,11595,6,90,919,9464,1
comp_3064,IT,70410,23470,5,30,298,1067,1
comp_3065,consulting,51690,12922,7,78,740,6283,1
comp_3066,health,76180,25393,3,51,313,1793,1
comp_3067,service,57890,19297,3,47,707,1805,1
comp_3068,energy,32590,8148,8,16,112,242,1
comp_3069,retail,2560,853,7,85,941,1122,1
comp_3070,finance,73650,36825,7,32,186,548,0
comp_3071,energy,94200,23550,9,58,126,600,0
comp_3072,retail,14630,3658,7,81,597,954,1
comp_3073,retail,59560,29780,8,14,780,6438,1
comp_3074,travel,96060,48030,9,26,1166,4680,0
comp_3075,travel,87530,21882,6,67,791,1805,0
comp_3076,service,27870,13935,7,40,667,918,0
comp_3077,gov,40430,13477,3,89,383,453,1
comp_3078,consulting,73140,18285,5,84,297,751,1
comp_3079,gov,27720,6930,5,71,217,574,0
comp_3080,finance,60000,20000,5,93,1031,4824,0
comp_3081,consulting,39380,13127,7,79,321,507,1
comp_3082,IT,17410,4352,7,85,539,3857,1
comp_3083,travel,58270,29135,3,58,387,581,1
comp_3084,gov,65480,16370,5,32,1122,1639,0
comp_3085,finance,2440,610,9,43,904,1645,0
comp_3086,health,27170,9057,6,11,1073,5665,1
comp_3087,travel,76140,25380,3,39,633,3826,1
comp_3088,IT,31750,7938,5,60,866,5351,1
comp_3089,energy,39540,13180,9,16,782,3851,1
comp_3090,gov,33840,8460,9,71,407,3054,0
comp_3091,service,67310,22437,7,63,614,5098,0
comp_3092,gov,87190,21798,9,19,1186,4069,1
comp_3093,travel,33860,11287,7,78,264,466,0
comp_3094,IT,83740,27913,9,76,408,568,1
comp_3095,travel,42230,10558,5,12,506,2488,1
comp_3096,energy,3160,1053,7,22,956,2443,0
comp_3097,gov,27590,6898,4,77,949,5581,1
comp_3098,travel,21130,10565,4,48,672,3555,1
comp_3099,retail,81400,20350,7,97,677,1790,1
comp_3100,consulting,98330,49165,9,72,1076,6559,1
comp_3101,retail,50350,16783,6,85,454,484,1
comp_3102,retail,35530,8882,7,95,279,642,1
comp_3103,energy,21070,5268,3,11,531,2825,1
comp_3104,service,80050,20012,6,19,1009,1871,1
comp_3105,energy,41050,20525,9,64,367,1078,0
comp_3106,IT,16920,4230,4,53,633,1616,1
comp_3107,consulting,55720,27860,3,67,1004,1715,1
comp_3108,travel,65540,21847,4,27,409,1689,1
comp_3109,service,9610,4805,3,55,466,612,1
comp_3110,health,91260,22815,7,99,210,703,0
comp_3111,health,97480,24370,6,77,285,324,0
comp_3112,consulting,78930,26310,9,66,398,1370,1
comp_3113,travel,81720,40860,8,37,471,4333,0
comp_3114,travel,87110,21778,4,62,444,1635,1
comp_3115,health,15790,7895,9,57,113,524,0
comp_3116,health,22090,7363,8,93,646,1305,0
comp_3117,finance,36500,12167,5,24,953,4646,0
comp_3118,gov,57050,14262,3,60,924,8877,1
comp_3119,IT,92520,23130,7,23,1123,4793,1
comp_3120,travel,35130,11710,3,23,107,155,1
comp_3121,energy,51520,25760,8,69,1130,2650,0
comp_3122,service,90100,30033,5,44,663,675,0
comp_3123,health,20280,6760,6,91,1029,8749,0
comp_3124,travel,24420,8140,3,28,739,5094,1
comp_3125,IT,35510,11837,7,52,291,627,1
comp_3126,health,39210,13070,7,38,172,412,0
comp_3127,service,54090,13522,7,16,1047,4014,1
comp_3128,gov,8820,4410,3,24,650,7284,1
comp_3129,consulting,11480,5740,8,33,1085,1192,1
comp_3130,gov,26740,8913,4,29,991,3942,1
comp_3131,retail,50140,12535,3,59,753,818,1
comp_3132,IT,68150,34075,6,58,664,1738,1
comp_3133,travel,93310,46655,8,69,118,425,0
comp_3134,retail,22140,11070,4,62,544,674,1
comp_3135,energy,5890,2945,9,94,1073,2704,0
comp_3136,gov,85960,42980,7,19,896,4561,1
comp_3137,retail,51070,17023,9,35,726,928,1
comp_3138,energy,56330,18777,5,53,814,6084,0
comp_3139,consulting,1400,350,6,67,642,4576,1
comp_3140,finance,38830,12943,8,21,244,468,0
comp_3141,gov,56970,28485,4,41,1038,1118,1
comp_3142,finance,37180,18590,3,49,808,4131,1
comp_3143,service,75680,18920,6,99,943,4888,0
comp_3144,gov,39350,19675,6,16,815,1047,1
comp_3145,IT,16980,8490,8,79,995,3895,1
comp_3146,finance,11120,3707,9,33,758,1288,0
comp_3147,finance,90070,30023,5,91,1047,3503,0
comp_3148,consulting,30190,7548,9,18,1000,7157,1
comp_3149,energy,80340,26780,7,27,945,1768,0
comp_3150,finance,61370,20457,4,73,978,3467,1
comp_3151,gov,12280,6140,9,19,967,5785,1
comp_3152,health,33680,11227,7,46,900,2937,0
comp_3153,finance,18420,6140,8,73,586,1754,0
comp_3154,gov,46490,23245,3,37,798,969,1
comp_3155,gov,41170,10292,3,55,503,1664,1
comp_3156,health,59110,14778,4,73,464,1234,1
comp_3157,consulting,32420,10807,5,25,1173,10143,1
comp_3158,retail,92710,46355,9,56,528,962,1
comp_3159,travel,96530,32177,3,59,961,4116,1
comp_3160,consulting,99400,33133,7,56,729,3371,1
comp_3161,service,13650,3412,5,84,686,5571,0
comp_3162,health,50730,25365,5,51,1054,1966,0
comp_3163,health,60550,15138,5,30,554,3813,0
comp_3164,gov,88830,29610,3,25,452,2775,1
comp_3165,retail,66230,22077,5,70,886,5345,1
comp_3166,finance,59850,14962,7,83,102,171,0
comp_3167,finance,26990,13495,3,28,554,3331,1
comp_3168,retail,7040,3520,5,91,692,3428,1
comp_3169,service,97150,48575,4,39,438,1634,1
comp_3170,retail,79350,26450,3,53,249,2403,1
comp_3171,service,93610,46805,4,15,874,1913,1
comp_3172,IT,60650,30325,9,74,313,2133,1
comp_3173,finance,4660,1553,7,46,561,3941,0
comp_3174,gov,6710,3355,8,97,116,370,0
comp_3175,gov,45620,11405,6,50,912,7348,0
comp_3176,retail,27820,9273,6,55,930,1818,1
comp_3177,consulting,13800,3450,8,65,135,666,1
comp_3178,consulting,49240,16413,9,51,146,712,1
comp_3179,finance,67610,22537,6,97,964,6123,0
comp_3180,IT,82620,27540,3,21,588,1524,1
comp_3181,travel,32320,10773,8,54,260,1008,0
comp_3182,gov,17300,8650,5,99,1113,2349,0
comp_3183,travel,49150,12288,3,47,904,3173,1
comp_3184,finance,27310,13655,4,96,215,701,1
comp_3185,energy,44920,14973,8,75,328,1107,0
comp_3186,travel,62030,20677,9,74,668,4318,0
comp_3187,travel,29130,7282,4,65,907,2379,1
comp_3188,service,75070,18768,6,37,724,4238,0
comp_3189,energy,85300,21325,9,12,771,939,1
comp_3190,service,25740,12870,3,67,904,2190,1
comp_3191,energy,56510,28255,5,78,353,1245,0
comp_3192,energy,17880,4470,7,85,648,4357,0
comp_3193,gov,31250,7812,5,95,526,1888,0
comp_3194,IT,40470,13490,5,92,391,2608,1
comp_3195,gov,74940,24980,7,12,269,1784,1
comp_3196,IT,10610,5305,7,72,263,2551,1
comp_3197,service,79030,39515,4,87,1183,1643,1
comp_3198,health,2600,650,7,53,957,7514,0
comp_3199,consulting,45420,11355,9,91,1101,3454,1
comp_3200,travel,23120,5780,6,38,1073,2292,0
comp_3201,retail,77750,25917,6,28,1095,11039,1
comp_3202,energy,20680,10340,6,70,1178,2696,0
comp_3203,consulting,94160,23540,5,46,796,6969,1
comp_3204,finance,6430,3215,5,63,1078,6481,0
comp_3205,IT,34810,11603,6,78,701,2081,1
comp_3206,consulting,98950,32983,5,98,623,3344,1
comp_3207,finance,8860,2215,3,81,143,200,1
comp_3208,travel,34730,17365,9,41,352,496,0
comp_3209,consulting,23580,5895,8,51,188,714,1
comp_3210,IT,350,175,7,69,1049,4040,1
comp_3211,gov,73530,18382,9,72,370,2853,0
comp_3212,health,3630,1210,4,36,1020,3162,1
comp_3213,retail,54640,27320,9,16,303,370,1
comp_3214,retail,52910,26455,7,33,478,2005,1
comp_3215,travel,29580,14790,6,13,831,2609,1
comp_3216,IT,95410,31803,9,67,360,1181,1
comp_3217,finance,22800,7600,3,21,576,3666,1
comp_3218,energy,25910,8637,7,39,105,258,0
comp_3219,consulting,30970,15485,9,41,692,809,1
comp_3220,health,81120,27040,7,40,213,248,0
comp_3221,energy,16060,4015,5,40,1153,5444,0
comp_3222,energy,51770,25885,3,27,381,2484,1
comp_3223,finance,51910,25955,9,16,1079,3217,1
comp_3224,service,48360,24180,7,41,650,1004,0
comp_3225,health,49770,24885,9,48,1168,1345,0
comp_3226,service,51210,25605,3,14,884,1388,1
comp_3227,gov,79550,26517,6,44,322,365,0
comp_3228,consulting,65460,21820,3,70,581,821,1
comp_3229,service,57470,14368,8,72,349,588,0
comp_3230,IT,65900,32950,8,66,905,3600,1
comp_3231,consulting,15850,5283,8,35,295,2036,1
comp_3232,travel,74530,18632,5,78,811,1019,0
comp_3233,consulting,74910,37455,6,61,1054,2495,1
comp_3234,finance,16900,8450,4,88,584,1374,1
comp_3235,retail,99760,33253,3,88,1007,1326,1
comp_3236,health,50770,25385,8,73,779,6262,0
comp_3237,consulting,15870,3968,5,52,468,2931,1
comp_3238,health,22380,7460,9,27,239,535,0
comp_3239,health,69590,23197,6,52,773,880,0
comp_3240,finance,2080,520,8,67,999,3111,0
comp_3241,retail,5760,1920,7,58,406,938,1
comp_3242,consulting,10670,2668,8,72,293,297,1
comp_3243,health,98240,24560,6,13,441,2740,1
comp_3244,gov,60070,30035,9,70,171,958,0
comp_3245,travel,69520,34760,4,59,937,1320,1
comp_3246,service,37530,9382,8,72,287,2193,0
comp_3247,health,64550,21517,3,58,1170,3547,1
comp_3248,travel,72570,18142,7,25,502,975,0
comp_3249,travel,83050,41525,9,57,646,2829,0
comp_3250,finance,15150,7575,4,73,908,2127,1
comp_3251,health,85290,21322,5,95,426,2714,0
comp_3252,IT,57710,28855,8,14,629,4374,1
comp_3253,gov,57630,28815,4,76,907,1807,1
comp_3254,IT,40650,10162,6,60,1167,2391,1
comp_3255,finance,55020,13755,5,52,750,1411,0
comp_3256,energy,46260,23130,6,84,887,3623,0
comp_3257,IT,59320,14830,3,63,1106,5010,1
comp_3258,health,53430,26715,5,13,1189,5279,1
comp_3259,retail,26700,6675,9,30,403,861,1
comp_3260,gov,1710,570,4,83,349,2841,1
comp_3261,consulting,95980,23995,6,56,1137,5574,1
comp_3262,travel,5230,1743,9,88,1151,2911,0
comp_3263,consulting,99150,33050,7,48,572,944,1
comp_3264,consulting,10230,5115,9,70,908,1467,1
comp_3265,finance,70240,35120,9,81,381,2092,0
comp_3266,finance,10150,5075,8,62,978,6849,0
comp_3267,finance,59380,19793,8,16,891,2247,1
comp_3268,retail,26230,8743,4,15,942,4510,1
comp_3269,health,49420,16473,5,41,637,1297,0
comp_3270,finance,58490,19497,5,85,574,1587,0
comp_3271,IT,64850,16212,9,91,571,5162,1
comp_3272,travel,41960,13987,9,59,473,2029,0
comp_3273,IT,56360,18787,6,12,457,972,1
comp_3274,consulting,35920,11973,6,72,551,1800,1
comp_3275,energy,45680,11420,8,16,470,574,1
comp_3276,travel,95760,23940,5,30,817,7983,0
comp_3277,IT,51250,12812,5,63,1095,2026,1
comp_3278,finance,63480,15870,5,99,795,4096,0
comp_3279,finance,57450,19150,3,19,300,645,1
comp_3280,health,91000,22750,6,48,700,717,0
comp_3281,finance,93220,23305,6,77,997,1282,0
comp_3282,consulting,23900,5975,5,15,858,1709,1
comp_3283,energy,95260,23815,7,15,969,1360,1
comp_3284,travel,3800,1267,5,69,433,2650,0
comp_3285,service,8490,2830,4,75,532,719,1
comp_3286,gov,47660,15887,8,22,449,777,0
comp_3287,service,24390,8130,7,79,836,2899,0
comp_3288,IT,7220,1805,8,25,678,4351,1
comp_3289,gov,6790,2263,8,56,103,249,0
comp_3290,energy,13630,4543,8,18,582,5206,1
comp_3291,gov,34300,8575,6,35,800,834,0
comp_3292,energy,27580,13790,9,75,813,4685,0
comp_3293,energy,66880,22293,8,71,690,956,0
comp_3294,gov,2400,600,9,22,783,1261,0
comp_3295,finance,44840,14947,6,10,117,1096,1
comp_3296,energy,10650,5325,7,10,239,398,1
comp_3297,travel,87070,29023,9,51,657,724,0
comp_3298,finance,82180,27393,3,33,396,1711,1
comp_3299,travel,72500,36250,9,20,939,7609,0
comp_3300,travel,72840,36420,3,94,602,947,1
comp_3301,gov,51920,12980,3,15,942,2683,1
comp_3302,retail,33680,11227,3,48,1045,2984,1
comp_3303,retail,19250,9625,9,43,855,1950,1
comp_3304,travel,64800,16200,8,56,562,1742,0
comp_3305,service,19640,4910,3,21,670,902,1
comp_3306,gov,98730,32910,6,58,553,1786,0
comp_3307,gov,4270,1068,7,82,1141,1377,0
comp_3308,finance,41980,20990,3,68,1185,1202,1
comp_3309,health,10970,2742,5,79,1116,5207,0
comp_3310,gov,79120,39560,3,50,172,1393,1
comp_3311,energy,77680,19420,9,77,871,5813,0
comp_3312,health,8200,4100,3,67,199,221,1
comp_3313,finance,41530,13843,3,93,166,1262,1
comp_3314,service,19080,6360,5,90,941,1784,0
comp_3315,IT,22710,7570,6,18,1001,8208,1
comp_3316,gov,31560,15780,3,64,962,2557,1
comp_3317,travel,1550,775,9,41,1013,2098,0
comp_3318,gov,98740,24685,7,29,415,1290,0
comp_3319,consulting,83660,20915,6,59,626,1669,1
comp_3320,health,42680,21340,9,94,784,3995,0
comp_3321,service,3500,1750,3,70,875,2010,1
comp_3322,service,35540,11847,9,13,1130,8787,1
comp_3323,service,32130,8032,6,57,249,908,0
comp_3324,energy,82100,20525,9,83,767,4081,0
comp_3325,consulting,7390,2463,5,96,770,4489,1
comp_3326,service,33380,11127,5,45,836,8004,0
comp_3327,consulting,92340,46170,4,85,301,1156,1
comp_3328,travel,26930,8977,3,74,1025,10615,1
comp_3329,finance,94260,31420,4,37,470,1599,1
comp_3330,energy,67670,33835,3,56,123,1083,1
comp_3331,travel,65900,16475,8,23,379,1013,0
comp_3332,retail,44710,22355,6,12,1042,2597,1
comp_3333,travel,46920,15640,9,99,462,1478,0
comp_3334,health,20640,6880,8,20,1183,2759,0
comp_3335,IT,74660,18665,6,72,625,3838,1
comp_3336,travel,94080,47040,8,15,595,1096,1
comp_3337,IT,10120,5060,6,34,462,4356,1
comp_3338,finance,91850,30617,5,86,623,2164,0
comp_3339,retail,64230,32115,6,16,345,711,1
comp_3340,IT,45580,11395,3,62,1089,8390,1
comp_3341,consulting,85020,28340,6,45,261,551,1
comp_3342,IT,20690,6897,6,46,388,1089,1
comp_3343,finance,1350,450,8,19,834,1552,1
comp_3344,energy,65200,32600,7,28,584,2649,0
comp_3345,service,5160,2580,9,42,106,126,0
comp_3346,IT,8890,4445,4,58,565,1911,1
comp_3347,finance,6310,2103,5,62,1003,4067,0
comp_3348,service,80780,20195,7,38,934,8593,0
comp_3349,energy,6100,2033,9,12,1171,12223,1
comp_3350,travel,97630,24408,9,45,1042,2535,0
comp_3351,health,93220,31073,4,69,277,1626,1
comp_3352,service,3000,1500,4,53,304,2248,1
comp_3353,consulting,79800,19950,9,14,949,2526,1
comp_3354,consulting,32720,10907,9,26,938,993,1
comp_3355,energy,85130,21282,5,11,1105,7942,1
comp_3356,gov,58660,19553,7,76,1069,2605,0
comp_3357,health,1050,262,9,24,279,3216,0
comp_3358,finance,43800,14600,6,66,1066,4657,0
comp_3359,service,55180,18393,6,32,663,3971,0
comp_3360,health,53990,17997,5,28,635,2165,0
comp_3361,consulting,75150,37575,6,27,171,1038,1
comp_3362,retail,24610,8203,9,10,1035,6460,1
comp_3363,gov,21420,5355,5,70,727,889,0
comp_3364,finance,79950,39975,8,33,873,6899,0
comp_3365,energy,62810,15702,5,92,906,3375,0
comp_3366,consulting,8150,2717,8,57,1160,3402,1
comp_3367,health,41980,20990,4,10,948,1004,1
comp_3368,IT,7650,1912,9,15,655,953,1
comp_3369,retail,21950,10975,6,86,1025,6168,1
comp_3370,travel,40960,20480,7,18,620,1741,1
comp_3371,consulting,88060,22015,5,15,674,804,1
comp_3372,gov,44580,11145,6,34,561,3866,0
comp_3373,gov,60390,15098,5,77,355,2021,0
comp_3374,energy,38650,19325,5,62,547,3004,0
comp_3375,retail,15710,3928,7,88,894,1235,1
comp_3376,gov,69350,17338,6,13,884,896,1
comp_3377,IT,59390,29695,5,65,854,1344,1
comp_3378,finance,8980,2993,5,61,1025,1530,0
comp_3379,finance,81070,20268,3,63,953,2683,1
comp_3380,energy,30480,10160,8,80,418,1831,0
comp_3381,service,83580,27860,6,96,1068,8705,0
comp_3382,finance,52170,17390,5,12,710,3243,1
comp_3383,health,79170,39585,3,59,150,598,1
comp_3384,energy,9970,3323,3,56,753,1864,1
comp_3385,finance,6180,2060,3,49,305,407,1
comp_3386,gov,52820,17607,5,92,719,2388,0
comp_3387,finance,10910,2728,6,16,607,4933,1
comp_3388,finance,97860,24465,4,92,414,424,1
comp_3389,health,74430,24810,4,53,570,939,1
comp_3390,consulting,50970,12742,5,56,912,1913,1
comp_3391,IT,91500,45750,7,20,1078,5899,1
comp_3392,retail,73070,24357,4,11,954,5875,1
comp_3393,consulting,15470,5157,9,19,885,908,1
comp_3394,health,44060,11015,8,32,870,1665,0
comp_3395,retail,84660,28220,4,75,1147,1395,1
comp_3396,travel,92660,23165,9,70,390,3073,0
comp_3397,gov,42300,14100,8,86,264,2049,0
comp_3398,IT,8340,2780,7,71,674,826,1
comp_3399,travel,1910,955,8,90,529,1958,0
comp_3400,IT,57770,19257,6,30,180,355,1
comp_3401,travel,27860,9287,3,24,1068,1084,1
comp_3402,gov,84990,21248,4,56,1099,6223,1
comp_3403,health,15840,3960,4,94,536,2178,1
comp_3404,energy,28450,9483,3,48,324,500,1
comp_3405,gov,88980,22245,4,75,1048,3312,1
comp_3406,health,11820,3940,8,29,940,8317,0
comp_3407,energy,16750,5583,3,88,149,1204,1
comp_3408,IT,96550,24138,9,90,419,597,1
comp_3409,health,26900,8967,6,57,1025,4072,0
comp_3410,finance,55610,27805,4,25,185,310,1
comp_3411,service,57740,28870,8,87,971,1201,0
comp_3412,health,67470,33735,8,76,957,2111,0
comp_3413,health,36380,9095,3,35,134,377,1
comp_3414,retail,21770,7257,4,50,281,324,1
comp_3415,retail,28690,9563,6,11,124,170,1
comp_3416,service,66070,22023,5,35,487,940,0
comp_3417,finance,10770,5385,8,81,742,8586,0
comp_3418,service,66290,16572,4,27,439,2976,1
comp_3419,energy,74890,37445,7,21,764,1701,0
comp_3420,service,89640,44820,5,66,424,1671,0
comp_3421,energy,7780,1945,5,74,578,828,0
comp_3422,travel,8120,2707,9,74,347,405,0
comp_3423,finance,45410,11352,9,93,1157,1245,0
comp_3424,energy,95330,23832,4,42,835,1249,1
comp_3425,gov,46350,15450,3,91,338,1745,1
comp_3426,consulting,85770,42885,4,54,851,2449,1
comp_3427,IT,58350,14588,9,91,310,556,1
comp_3428,travel,40880,20440,6,73,915,1097,0
comp_3429,service,29460,9820,5,82,383,2623,0
comp_3430,energy,37700,12567,9,69,204,895,0
comp_3431,service,72630,36315,4,73,852,1686,1
comp_3432,health,70290,35145,4,99,184,771,1
comp_3433,energy,19910,6637,3,97,616,618,1
comp_3434,IT,2860,953,8,13,466,4345,1
comp_3435,energy,92600,30867,3,95,824,1693,1
comp_3436,consulting,93660,31220,3,42,942,2372,1
comp_3437,finance,79060,19765,6,24,142,287,0
comp_3438,retail,92680,23170,4,30,471,1520,1
comp_3439,finance,47060,15687,4,37,291,697,1
comp_3440,travel,7070,2357,9,63,343,444,0
comp_3441,consulting,50020,25010,5,34,879,2914,1
comp_3442,health,47020,11755,8,34,107,588,0
comp_3443,finance,28280,14140,7,88,316,426,0
comp_3444,finance,47400,11850,8,37,571,1689,0
comp_3445,service,81970,27323,6,71,499,926,0
comp_3446,travel,6850,3425,7,59,728,754,0
comp_3447,service,54640,18213,7,76,1001,2055,0
comp_3448,gov,37630,9408,6,90,1048,6826,0
comp_3449,health,86860,43430,3,38,675,1001,1
comp_3450,travel,11600,2900,8,28,1187,7318,0
comp_3451,consulting,74860,24953,3,30,953,3795,1
comp_3452,IT,63470,31735,7,77,950,3854,1
